Algorithm,MeanIGD,StdIGD,MeanHV,StdHV,MeanSpacing,StdSpacing
MODE,0.0230219169774028,0.00401376681160678,0.506307949273314,0.00874782644439164,5.6271109296209,0.892428700787642
MOPSO,0.0361541930387387,0.00887588887511667,0.495494494786114,0.0134923167324454,5.16964807222999,1.00898882042434
MOEAD,0.0300255164298259,0.0286867865053302,0.505780845587858,0.0126321396621052,5.42374090528763,0.754427940237568
